Date,USD,EUR,PLN,USD_return,EUR_return,PLN_return
2023-11-30,36.3752,39.9582,9.2239,0.0002969937631309705,0.003541183207257159,0.00712991068503932
2023-12-01,36.3535,39.7235,9.1384,-0.0005965602938265979,-0.005873637951659405,-0.009269397976994553
2023-12-02,36.3535,39.7235,9.1384,0.0,0.0,0.0
2023-12-03,36.3535,39.7235,9.1384,0.0,0.0,0.0
2023-12-04,36.4606,39.6582,9.1277,0.002946071217351909,-0.0016438632044004642,-0.0011708833056114365
2023-12-05,36.5383,39.7135,9.149,0.002131067508488682,0.0013944152785552166,0.0023335560984694137
2023-12-06,36.6618,39.6461,9.1661,0.00338001494322393,-0.0016971558789833363,0.0018690567275112535
2023-12-07,36.6906,39.5433,9.1139,0.0007855588105332156,-0.002592941045903463,-0.00569489750275487
2023-12-08,36.6722,39.496,9.1233,-0.0005014908450667876,-0.0011961571239628155,0.0010313916106168275
2023-12-09,36.6722,39.496,9.1233,0.0,0.0,0.0
2023-12-10,36.6722,39.496,9.1233,0.0,0.0,0.0
2023-12-11,36.7424,39.601,9.1451,0.001914256575826112,0.0026584970629937033,0.002389486260453877
2023-12-12,36.8716,39.6738,9.1611,0.00351637345410194,0.0018383374157218135,0.001749570808410983
2023-12-13,36.9861,39.9376,9.2008,0.0031053710715021055,0.00664922442518745,0.004333540732008201
2023-12-14,37.0245,39.9217,9.2261,0.0010382278747962381,-0.0003981210688674963,0.0027497608903575
2023-12-15,36.9913,40.413,9.376,-0.0008967035341462815,0.012306590150218844,0.01624738513564772
2023-12-16,36.9913,40.413,9.376,0.0,0.0,0.0
2023-12-17,36.9913,40.413,9.376,0.0,0.0,0.0
2023-12-18,37.0211,40.5122,9.3936,0.0008055948290541792,0.0024546556801030572,0.0018771331058020646
2023-12-19,37.1924,40.5918,9.3467,0.004627091037273434,0.001964840220970432,-0.004992761028785431
2023-12-20,37.3205,40.9219,9.4346,0.0034442520514945674,0.008132184332796388,0.00940438871473348
2023-12-21,37.5516,41.0664,9.4546,0.006192307177020684,0.0035311165903830766,0.002119856697687217
2023-12-22,37.5964,41.2846,9.5111,0.00119302506417851,0.005313346190559676,0.005975927061959485
2023-12-23,37.5964,41.2846,9.5111,0.0,0.0,0.0
2023-12-24,37.5964,41.2846,9.5111,0.0,0.0,0.0
2023-12-25,37.5525,41.3753,9.5279,-0.001167664989201067,0.00219694510786117,0.0017663572036883401
2023-12-26,37.5225,41.3611,9.5385,-0.0007988815658078741,-0.00034319992845976977,0.0011125221717271927
2023-12-27,37.3684,41.1538,9.4901,-0.004106869211806252,-0.005011955678161484,-0.005074173088011835
2023-12-28,37.6194,41.6334,9.6137,0.00671690519262258,0.011653844845433525,0.013024098797694394
2023-12-29,37.9824,42.2079,9.7333,0.00964927670297766,0.013799017135280867,0.012440579589544143
2023-12-30,37.9824,42.2079,9.7333,0.0,0.0,0.0
2023-12-31,37.9824,42.2079,9.7333,0.0,0.0,0.0
